key,russian
perkNeedleAndThreadDesertWearLongDesc,"Пустынная одежда. Вы узнаете, как шить красивые шорты, майки, футболки и кепки, которые помогут спастись от жары."
perkNeedleAndThreadDustersDesc,"Создание кожаных плащей!"
perkNeedleAndThreadDustersLongDesc,"Плащи. В этом выпуске рассказывается, как шить кожаные плащи, которые не только отлично выглядят, но и позволяют сохранить прохладу в жару (и вполне терпимы в холод)."
perkNeedleAndThreadFootwearDesc,"Создание собственных ботинок и сапог."
perkNeedleAndThreadFootwearLongDesc,"Обувь. Обувь нужна всем! Научитесь создавать самую разную красивую и одновременно универсальную обувь, представленную в данном простом для освоения руководстве."
perkNeedleAndThreadLegwearDesc,"Шейте собственные джинсовые штаны, юбки и комбинезоны!"
perkNeedleAndThreadLegwearLongDesc,"Штаны и юбки. Потеряли штаны? Не проблема: мы вас прикроем — в буквальном смысле! По этой книге вы научитесь шить джинсовые штаны, юбки и комбинезоны!"
perkNeedleAndThreadPocketsDesc,"Научитесь шить модификации-сумки."
perkNeedleAndThreadPocketsLongDesc,"Навесные сумки. На рабочей одежде карманов всегда не хватает. Научитесь создавать модификации — навесные тканевые сумки."
perkNeedleAndThreadPufferCoatsDesc,"Шейте собственные пуховики!"
perkNeedleAndThreadPufferCoatsLongDesc,"Пуховики. Близится зима, поэтому нужно обзавестись пуховиком, который позволит не замерзнуть. В этом выпуске вы научитесь шить пуховики."
